state,county_name,unemployment_rate_2010,population_total_2010,urban_population_prc,rural_population_prc,crime_per_capita,per_capita_sme_num,per_capita_large_num,avg_ann_pay_per_emp_sme,avg_ann_pay_per_emp_large,avg_ann_pay_per_emp_total,population_jail_prc,2008_dem_%_vote,2008_rep_%_vote,2008_other_%_vote,smoke_percent_2010,popul_hs_grad_prc,popul_college_grad_prc,popul_single_paren_prc,liquor_stores_per10k,police_per_1000,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010
CO,Larimer,8.1,299630.0,0.883396189,0.116603811,0.002396289,0.026322464,0.001825585,33770.24034,43619.16907,37821.38165,0.001578614,0.539883274,0.442625907,0.017490819,17.04,86.0,40.0,7.0,2.3,1.2348563227981177,84.45,0.75,1.89,0.43,10.56,2.64
CO,Las Animas,11.1,15507.0,0.592055201,0.407944799,0.001547688,0.021925582,0.002514993,27134.20428,37811.00917,29028.98079,0.001722448,0.526845141,0.456441355,0.016713504,24.63,71.0,16.0,9.0,2.5,2.063584187786161,54.16,1.26,0.63,1.1,41.57,3.42
CO,Lincoln,6.3,5467.0,0.0,1.0,0.000914578,0.020852387,0.001829157,44867.14976,0.0,30328.99023,0.005068593,0.236979167,0.745225694,0.017795139,25.04,100.0,13.0,8.0,0.0,3.658313517468447,79.48,5.12,0.71,0.7,12.49,1.9
CO,Logan,6.7,22709.0,0.708441587,0.291558413,0.00325862,0.022017702,0.002950372,24771.01064,33633.20707,27397.82934,0.004431723,0.317032416,0.668597527,0.014370057,26.98,78.0,15.0,8.0,1.0,2.2458056277246907,78.18,3.88,0.52,0.78,15.64,1.52
CO,Mesa,11.4,146723.0,0.873237325,0.126762675,0.002705779,0.026560253,0.002480865,34878.63866,37612.1968,35839.72597,0.002746672,0.344788959,0.640203358,0.015007683,22.65,76.0,22.0,9.0,3.1,1.4994240848401408,83.11,0.53,0.72,0.61,13.33,2.65
CO,Mineral,7.2,712.0,0.0,1.0,0.001404494,0.082865169,0.004213483,33050.95541,0.0,34955.97484,0.002205056,0.433386838,0.53611557,0.030497592,16.22,79.0,31.0,4.0,0.0,5.617977528089887,95.22,0.28,0.14,0.56,2.95,1.4
CO,Moffat,10.5,13795.0,0.726422617,0.273577383,0.001449801,0.027111272,0.003044581,34740.2439,0.0,41641.99791,0.004359551,0.269460058,0.704309317,0.026230625,23.97,88.0,12.0,10.0,5.2,2.7546212395795577,82.73,0.23,0.55,0.71,14.39,2.22
CO,Montezuma,9.6,25535.0,0.328177012,0.671822988,0.002780497,0.026747601,0.002075583,28992.53094,36684.51944,30725.73979,0.003524574,0.394164905,0.588668076,0.017167019,20.13,75.0,21.0,9.0,3.2,2.9763070295672605,75.07,0.18,0.46,11.45,11.04,2.64
CO,Montrose,11.4,41276.0,0.550101754,0.449898246,0.001526311,0.027570501,0.00247117,31702.78682,31986.44619,31800.05577,0.003334383,0.339111366,0.63692372,0.023964914,20.96,73.0,19.0,8.0,2.6,2.85880414768873,77.5,0.29,0.57,0.49,19.69,2.42
CO,Morgan,7.4,28159.0,0.674526794,0.325473206,0.001065379,0.019780532,0.002343833,30094.14276,37093.09451,33604.37352,0.003267161,0.372581591,0.612859097,0.014559312,23.72,70.0,13.0,8.0,1.1,1.9176817358570972,61.69,2.68,0.48,0.36,33.76,2.36
CO,Otero,9.6,18831.0,0.655939674,0.344060326,0.003717275,0.021400882,0.001964845,23419.27409,30232.3601,26532.83052,0.002495884,0.439732143,0.544766865,0.015500992,25.3,76.0,15.0,10.0,3.7,1.1682863363602571,56.5,0.49,0.72,0.59,40.34,3.81
CO,Ouray,10.4,4436.0,0.0,1.0,0.0,0.059287647,0.000676285,36205.84329,77166.66667,30819.32773,0.003690261,0.534640523,0.446732026,0.018627451,15.09,83.0,37.0,6.0,7.1,1.5779981965734897,93.39,0.14,0.56,0.32,4.42,1.35
CO,Park,8.5,16206.0,0.0,1.0,0.001357522,0.026780205,0.000493644,26012.10026,32779.66102,26340.46053,0.008638776,0.452946819,0.521794735,0.025258446,19.82,73.0,30.0,5.0,2.4,3.4555103048253732,91.58,0.43,0.61,0.72,4.83,2.36
CO,Phillips,5.6,4442.0,0.0,1.0,0.000900495,0.024988744,0.001125619,29744.4668,0.0,31582.55452,0.003973435,0.275221239,0.713274336,0.011504425,21.31,73.0,20.0,6.0,0.0,0.9004952723998199,79.38,0.32,0.59,0.29,18.69,1.35
CO,Pitkin,8.5,17148.0,0.557965944,0.442034056,0.001282948,0.084616282,0.003440634,37458.87755,23978.75379,32556.45737,0.000933053,0.737407184,0.249247441,0.013345374,13.8,99.0,57.0,5.0,6.0,2.5658968975973875,87.86,0.48,1.19,0.15,9.1,1.41
CO,Prowers,7.4,12551.0,0.621145725,0.378854275,0.000557724,0.023822803,0.002708947,24247.46667,24781.64557,25877.95808,0.003492152,0.322210184,0.659371614,0.018418202,22.53,70.0,12.0,10.0,3.7,2.4699227153214887,62.73,0.43,0.3,0.52,35.19,2.57
CO,Pueblo,10.9,159063.0,0.858464885,0.141535115,0.005771298,0.015471857,0.001967774,30250.4404,38571.60864,34336.86952,0.003602346,0.567426512,0.417758571,0.014814917,25.64,65.0,18.0,11.0,2.0,1.974060592343914,54.1,1.66,0.71,0.62,41.37,3.68
CO,Rio Blanco,9.4,6666.0,0.0,1.0,0.002550255,0.033453345,0.0030003,42503.55872,85025.08961,52185.36585,0.002035704,0.208134731,0.774388306,0.017476962,18.99,84.0,19.0,8.0,5.0,4.8004800480048,86.35,0.74,0.33,0.66,9.98,2.28
CO,Rio Grande,11.2,11982.0,0.374645301,0.625354699,0.00283759,0.027541312,0.001502253,31449.92296,0.0,26020.35278,0.0021332,0.449669361,0.538207201,0.012123439,20.21,75.0,19.0,10.0,2.5,2.587214154565181,55.08,0.21,0.33,0.87,42.45,3.24
CO,Routt,9.7,23509.0,0.548215577,0.451784423,0.002296993,0.061678506,0.002935046,30103.57459,42739.13585,36466.51618,0.001403718,0.626562618,0.357981665,0.015455716,14.91,92.0,43.0,7.0,5.5,1.9992343357862945,90.65,0.39,0.62,0.29,6.81,1.56
CO,Saguache,10.6,6108.0,0.0,1.0,0.002783235,0.019155206,0.000654879,27577.48538,0.0,27036.22251,0.002830714,0.62977794,0.346923917,0.023298143,21.58,71.0,20.0,9.0,1.5,3.110674525212836,56.42,0.18,0.77,1.11,40.14,2.82
CO,San Juan,13.1,699.0,0.0,1.0,0.001430615,0.092989986,0.00286123,28774.19355,0.0,25402.23464,0.002775393,0.532258065,0.439516129,0.028225806,20.24,100.0,44.0,11.0,0.0,5.7224606580829755,85.12,0.0,1.0,0.14,12.02,2.29
CO,San Miguel,8.2,7359.0,0.0,1.0,0.001222992,0.078679168,0.002989537,27927.2063,0.0,25639.03527,0.0,0.769885057,0.214482759,0.015632184,12.18,99.0,48.0,6.0,8.3,4.212528876206006,88.52,0.26,0.71,0.45,8.56,1.77
CO,Sedgwick,7.8,2379.0,0.0,1.0,0.0,0.027322404,0.002522068,43340.65934,0.0,21456.09756,0.000840689,0.346410067,0.63434493,0.019245004,24.04,77.0,13.0,6.0,0.0,3.7831021437578816,85.58,0.29,0.71,0.34,12.15,1.64
CO,Summit,7.1,27994.0,0.804815318,0.195184682,0.001214546,0.06497821,0.004250911,26869.92898,18455.61171,22620.62988,0.001612488,0.657896503,0.327740117,0.01436338,14.53,82.0,48.0,5.0,4.6,2.0718725441165966,82.72,0.74,0.96,0.2,14.25,1.55
CO,Teller,9.8,23350.0,0.373961456,0.626038544,0.001413276,0.027537473,0.001755889,30306.99387,23183.27402,28766.87825,0.00248394,0.349682318,0.631179296,0.019138385,23.6,72.0,32.0,6.0,3.7,3.1691648822269807,90.57,0.45,0.66,0.72,5.54,2.48
CO,Washington,6.2,4814.0,0.0,1.0,0.001038637,0.019318654,0.001454092,29758.84956,0.0,29737.39496,0.043622767,0.210505372,0.775567051,0.013927577,22.42,77.0,14.0,6.0,2.1,9.140008309098464,89.45,0.62,0.23,0.15,8.45,1.52
CO,Yuma,5.9,10043.0,0.350891168,0.649108832,0.000497859,0.031763417,0.002091009,29107.73481,53072.21007,33273.48802,0.002091009,0.249163507,0.7329913,0.017845193,21.82,75.0,16.0,6.0,4.1,1.9914368216668328,77.91,0.16,0.2,0.33,20.79,1.08
FL,Alachua,7.8,247336.0,0.788065627,0.211934373,0.006424459,0.018638613,0.001896206,31896.49726,35809.46183,33924.96534,0.003671119,0.602020411,0.386499255,0.011480334,17.89,71.0,39.0,8.0,0.8,3.2748973056894264,63.66,19.98,5.3,0.24,8.39,2.65
FL,Baker,11.0,27115.0,0.405089434,0.594910566,0.002139037,0.010842707,0.001696478,22899.56119,33764.48598,29528.79681,0.008635073,0.210416855,0.7841577,0.005425445,28.26,65.0,6.0,11.0,1.2,4.941914069703116,82.44,13.46,0.48,0.27,1.92,1.57
FL,Bay,10.2,168852.0,0.880001421,0.119998579,0.005128752,0.02042025,0.002434084,31841.06163,33636.90381,32668.45499,0.005318267,0.291555216,0.698694639,0.009750145,26.34,70.0,21.0,11.0,0.9,1.634567550280719,79.24,10.57,1.95,0.61,4.8,3.1
FL,Bradford,9.5,28520.0,0.24470547,0.75529453,0.002910238,0.013884993,0.001893408,23355.96264,35506.58307,27781.68532,0.005735273,0.293764988,0.696813977,0.009421035,29.49,68.0,9.0,9.0,1.4,1.297335203366059,73.86,20.26,0.52,0.3,3.58,1.58
FL,Brevard,10.9,543376.0,0.949256132,0.050743868,0.005879906,0.019250022,0.001218309,33336.50388,46404.85368,40596.43247,0.00281757,0.443342053,0.547452051,0.009205896,24.71,75.0,26.0,8.0,0.6,2.16424722475781,77.56,9.69,2.04,0.31,8.09,2.64
FL,Broward,9.8,1748066.0,0.99983067,0.00016933,0.004851647,0.02729302,0.000866672,38205.5853,44419.79604,41206.34576,0.002864308,0.67126403,0.323926044,0.004809926,17.93,65.0,29.0,10.0,0.6,1.580603936006993,43.52,25.72,3.19,0.19,25.07,2.91
FL,Calhoun,9.8,14625.0,0.324854701,0.675145299,0.001299145,0.012307692,0.001299145,25237.84978,19492.75362,24267.44186,0.003496752,0.291639974,0.695868033,0.012491992,28.53,66.0,9.0,11.0,1.5,1.9145299145299146,77.65,13.61,0.49,0.98,5.16,2.37
FL,Charlotte,12.4,159978.0,0.911156534,0.088843466,0.002381577,0.018365025,0.001693983,30085.45727,25242.31206,27428.9002,0.003225443,0.458336269,0.530836797,0.010826933,25.69,84.0,20.0,7.0,0.5,2.4440860618335023,86.03,5.39,1.18,0.22,5.76,1.67
FL,Citrus,13.3,141236.0,0.654811804,0.345188196,0.003441049,0.015760854,0.001246141,28454.86434,35900.97755,31743.21461,0.003699482,0.413088579,0.573885869,0.013025552,29.15,69.0,16.0,7.0,0.4,2.6055679854994476,89.6,2.67,1.4,0.3,4.66,1.61
FL,Clay,9.6,190865.0,0.850313048,0.149686952,0.004275273,0.014654337,0.001597988,28368.65753,28365.95204,28367.31044,0.002362927,0.282277932,0.710563879,0.007158189,23.14,76.0,23.0,11.0,0.6,2.918293034343646,77.15,9.48,2.84,0.38,7.65,2.95
FL,Collier,11.3,321520.0,0.915140582,0.084859418,0.003175541,0.026181886,0.001579995,35513.25147,38320.19693,36682.20798,0.002824086,0.383483111,0.608354227,0.008162662,19.46,71.0,30.0,7.0,0.7,2.886290121920876,65.67,6.19,1.05,0.19,25.87,1.92
FL,Columbia,10.5,67531.0,0.379425745,0.620574255,0.005553005,0.015918615,0.002369282,26712.20657,38617.29484,32452.37951,0.003883994,0.326045222,0.663751422,0.010203356,29.91,63.0,14.0,14.0,0.6,2.4729383542373133,74.74,17.27,0.9,0.47,4.85,1.93
FL,DeSoto,11.9,34862.0,0.537576731,0.462423269,0.007687453,0.010842751,0.001635018,30049.94687,0.0,31590.76369,0.00540101,0.432632514,0.555917481,0.011450005,27.63,51.0,10.0,11.0,0.0,2.3234467328323105,56.08,12.44,0.48,0.18,29.9,2.39
FL,Dixie,12.5,16422.0,0.229752771,0.770247229,0.004384362,0.00931677,0.000730727,27221.07244,21308.82353,26269.1397,0.005315431,0.265005507,0.71503304,0.019961454,34.37,62.0,8.0,9.0,0.7,4.5670442089879435,86.59,8.31,0.29,0.38,3.12,1.5
FL,Escambia,9.7,297619.0,0.916977747,0.083022253,0.007919521,0.016349763,0.00206304,32163.11234,36025.9733,34349.54564,0.005587681,0.398661029,0.591859991,0.00947898,26.07,58.0,23.0,10.0,0.5,2.2008003521280566,66.16,22.66,2.69,0.8,4.72,3.15
FL,Flagler,12.0,95696.0,0.896787745,0.103212255,0.002392994,0.015883631,0.001379368,24603.10011,30003.35138,27435.76741,0.001358468,0.504293202,0.488486876,0.007219922,27.11,82.0,20.0,7.0,0.4,1.8287075739842837,76.14,10.94,2.11,0.23,8.62,2.28
FL,Franklin,7.7,11549.0,0.31959477,0.68040523,0.008745346,0.023205472,0.001385401,22343.37692,28705.88235,22905.30846,0.00502208,0.35395588,0.633272516,0.012771604,29.53,64.0,14.0,9.0,3.0,6.407481167200624,79.56,13.63,0.23,0.45,4.58,1.7
FL,Gadsden,11.4,46389.0,0.346202764,0.653797236,0.010174826,0.011554463,0.001681433,27550.66733,32478.44113,30230.66516,0.003707776,0.692225677,0.302576633,0.00519769,23.59,34.0,11.0,16.0,2.2,1.4443079178253464,33.06,55.79,0.48,0.2,9.53,1.31
FL,Gilchrist,10.4,16939.0,0.160812327,0.839187673,0.002361414,0.010921542,0.001062637,20109.09091,33453.05164,27523.60817,0.002083358,0.255275611,0.723366159,0.02135823,27.95,66.0,11.0,10.0,0.0,3.1288741956431902,87.86,5.22,0.35,0.37,4.99,1.46
FL,Glades,9.2,12884.0,0.293619994,0.706380006,0.00302701,0.005665942,0.000698541,32043.257,29748.05195,30907.45501,0.017541136,0.392865525,0.594461394,0.012673081,27.85,59.0,11.0,9.0,0.9,10.788574976715307,61.68,11.94,0.36,4.02,21.11,1.72
FL,Gulf,10.0,15863.0,0.229149593,0.770850407,0.003088949,0.016138183,0.001512955,25242.0977,30464.78873,27227.06304,0.003656307,0.298265094,0.691186676,0.01054823,28.94,65.0,12.0,10.0,1.4,2.5846309020992244,74.9,18.51,0.26,0.37,4.27,1.8
FL,Hamilton,11.1,14799.0,0.365159808,0.634840192,0.005473343,0.010000676,0.001351443,19376.20192,0.0,44649.07975,0.003784039,0.423125112,0.568999463,0.007875425,31.36,50.0,9.0,13.0,2.1,3.7840394621258193,54.9,34.04,0.49,0.47,8.82,1.74
FL,Hardee,11.2,27731.0,0.521906891,0.478093109,0.003533951,0.011250947,0.001766976,28491.08434,31361.64928,29904.59883,0.003930619,0.346465192,0.642606584,0.010928225,23.31,56.0,7.0,16.0,0.0,3.317586816198478,48.01,6.77,1.06,0.33,42.89,1.97
FL,Hendry,13.6,39140.0,0.621078181,0.378921819,0.00666837,0.012544711,0.001277466,23784.96241,45820.06159,32732.04716,0.004598876,0.459417226,0.531298833,0.009283942,24.09,62.0,7.0,16.0,1.5,3.832396525293817,34.87,12.92,0.7,1.48,49.16,2.68
FL,Hernando,13.1,172778.0,0.806248481,0.193751519,0.003825719,0.014023776,0.001308037,26912.11117,29376.03075,28149.82273,0.004161409,0.47651335,0.512178474,0.011308176,28.27,69.0,15.0,6.0,0.7,2.9517646922640615,82.1,4.73,1.05,0.28,10.3,2.03
FL,Highlands,12.1,98786.0,0.789342619,0.210657381,0.002773672,0.015933432,0.001801875,26717.70245,30516.95535,28372.83452,0.003973944,0.404952772,0.58551236,0.009534868,26.26,66.0,14.0,7.0,0.4,3.249448302391027,70.66,8.86,1.42,0.38,17.37,2.22
FL,Hillsborough,10.4,1229226.0,0.964871391,0.035128609,0.004580118,0.019936936,0.001343122,42223.41446,43587.43462,43067.26823,0.002717157,0.531768203,0.460450954,0.007780843,20.78,66.0,28.0,11.0,0.6,2.737494976513676,53.74,15.56,3.36,0.24,24.95,3.15
FL,Holmes,10.0,19927.0,0.212274803,0.787725197,0.00301099,0.01329854,0.001003663,22166.34799,24059.86696,22589.10891,0.004294174,0.168354873,0.818838049,0.012807079,29.37,62.0,10.0,10.0,2.1,1.2043960455663172,88.93,5.72,0.42,0.72,2.23,1.95
FL,Indian River,13.5,138028.0,0.950321674,0.049678326,0.003245718,0.023857478,0.002115513,33578.94501,32113.52898,32988.60651,0.003629698,0.420875182,0.569137709,0.009987109,24.33,70.0,25.0,8.0,0.3,3.448575651317124,77.36,8.75,1.19,0.2,11.2,1.63
FL,Jackson,8.8,49746.0,0.246371568,0.753628432,0.005809512,0.012985969,0.002171029,27291.31437,26713.33864,27048.46797,0.004402364,0.355715279,0.636076977,0.008207744,25.02,72.0,12.0,11.0,1.8,1.5880673823020945,66.56,26.35,0.46,0.61,4.31,1.85
FL,Jefferson,9.6,14761.0,0.0,1.0,0.011042612,0.015107378,0.001829144,21602.48447,28666.66667,23907.94979,0.003387304,0.513761468,0.477189896,0.009048636,25.76,43.0,19.0,11.0,1.4,3.522796558498747,58.72,35.86,0.33,0.22,3.7,1.28
FL,Lafayette,7.0,8870.0,0.0,1.0,0.002254791,0.010033822,0.000789177,55036.03604,62120.0,27235.0365,0.00259301,0.191128312,0.797558797,0.011312891,29.58,75.0,9.0,9.0,0.0,2.818489289740699,70.64,15.74,0.15,0.23,12.13,1.35
FL,Lake,11.4,297052.0,0.80746132,0.19253868,0.004019498,0.017438024,0.001195077,30991.25626,29642.3292,30351.93506,0.003420277,0.428433361,0.56356261,0.008004029,23.76,74.0,20.0,7.0,0.4,2.420451638097034,74.52,9.36,1.7,0.32,12.12,2.25
FL,Lee,12.1,618754.0,0.941797548,0.058202452,0.003760784,0.020355424,0.001349486,33741.85833,33348.58178,33556.13918,0.002951092,0.444529033,0.548166194,0.007304773,22.86,69.0,24.0,7.0,0.6,1.507869040038529,70.96,7.72,1.33,0.21,18.31,2.08
FL,Leon,7.7,275487.0,0.876905262,0.123094738,0.007608344,0.020705151,0.002163441,36023.62512,35466.94439,35784.3303,0.003560967,0.617375915,0.37484523,0.007778854,16.97,74.0,42.0,10.0,0.5,1.284997114201396,59.34,29.91,2.89,0.25,5.58,2.22
FL,Levy,11.6,40801.0,0.079507855,0.920492145,0.004019509,0.015759418,0.001151933,25497.28395,24603.08442,25288.7164,0.004068528,0.358397864,0.627716956,0.01388518,28.15,51.0,11.0,10.0,0.3,3.725398887282174,80.78,9.21,0.56,0.32,7.47,1.94
FL,Liberty,8.5,8365.0,0.0,1.0,0.001912732,0.008129109,0.000956366,26724.31078,0.0,29226.07656,0.00512373,0.273032337,0.713544844,0.013422819,27.79,64.0,9.0,13.0,1.3,2.390914524805738,73.63,17.6,0.19,0.92,6.19,1.7
FL,Madison,9.7,19224.0,0.199906367,0.800093633,0.008478985,0.012952559,0.002080732,24128.75752,31139.97114,25935.66382,0.003477944,0.479398226,0.510160548,0.010441226,27.32,53.0,12.0,13.0,0.0,2.39284228048273,55.05,38.61,0.22,0.4,4.68,1.31
FL,Manatee,11.1,322833.0,0.942096998,0.057903002,0.006594741,0.018830169,0.00159835,33079.09055,32922.70961,33001.58612,0.003398042,0.460768188,0.531080174,0.008151638,23.38,63.0,26.0,8.0,0.7,3.035625230382272,73.4,8.43,1.61,0.19,14.85,2.01
FL,Marion,13.2,331298.0,0.689717415,0.310282585,0.005415064,0.016773418,0.001418662,31183.02004,30136.5507,30705.00406,0.005083037,0.437218402,0.553184135,0.009597462,24.94,67.0,16.0,8.0,0.5,2.505297345592186,73.99,11.87,1.31,0.3,10.91,2.06
FL,Martin,10.4,146318.0,0.915232576,0.084767424,0.002836288,0.029155675,0.002207521,34765.06723,32217.26878,33804.16622,0.003854618,0.427976601,0.563810765,0.008212634,22.29,73.0,29.0,8.0,0.4,3.4718899930288822,80.33,5.12,1.03,0.17,12.22,1.59
FL,Miami-Dade,11.7,2496435.0,0.995956234,0.004043766,0.007411369,0.025819218,0.000607667,37786.33297,45830.56377,41496.7467,0.002311296,0.578852465,0.417552803,0.003594731,16.09,54.0,26.0,11.0,0.7,1.7476922090901625,15.36,17.05,1.44,0.08,65.05,2.36
FL,Monroe,7.5,73090.0,0.912860856,0.087139144,0.004651799,0.041633602,0.002202764,28834.68387,33639.57036,30329.57393,0.006553564,0.519144815,0.470128129,0.010727056,22.93,69.0,31.0,5.0,2.4,6.7314270077986045,71.27,5.27,1.07,0.34,20.62,1.78
FL,Nassau,10.3,73314.0,0.518536705,0.481463295,0.002809832,0.018604905,0.001691355,26975.84603,36708.80428,31499.86174,0.003236626,0.277203425,0.715408312,0.007388262,24.3,75.0,21.0,9.0,0.8,3.0007911176582915,87.85,6.25,0.84,0.34,3.25,1.58
FL,Okaloosa,8.1,180822.0,0.879008085,0.120991915,0.003666589,0.021153399,0.002333787,29522.61545,37741.03147,33471.82416,0.00294212,0.270828754,0.720085,0.009086246,25.55,77.0,28.0,8.0,1.2,1.863711274070633,77.15,9.03,2.87,0.49,6.8,3.93
FL,Okeechobee,12.2,39996.0,0.634513451,0.365486549,0.005650565,0.016276628,0.001675168,27753.32721,30394.38944,28530.76425,0.00620062,0.399499453,0.591349914,0.009150634,29.38,57.0,9.0,11.0,1.3,2.8002800280028004,65.65,7.79,0.86,0.72,23.9,1.88
FL,Orange,10.5,1145956.0,0.979578623,0.020421377,0.007599768,0.02081319,0.001462534,37989.56313,41001.9266,40042.70495,0.003144972,0.590020553,0.403776872,0.006202576,18.79,66.0,29.0,11.0,0.7,1.728687663400689,45.97,19.48,4.85,0.21,26.9,3.43
FL,Osceola,12.1,268685.0,0.921789456,0.078210544,0.006025643,0.014433258,0.001332415,27334.50154,29743.7308,28784.66374,0.004053073,0.595629284,0.398192113,0.006178603,22.04,71.0,19.0,13.0,0.7,2.1996017641476078,40.3,9.12,2.65,0.22,45.46,4.06
FL,Palm Beach,10.6,1320134.0,0.989574543,0.010425457,0.005296432,0.027137397,0.000931724,39810.86357,44846.87095,42093.96912,0.002197504,0.61180525,0.382789162,0.005405588,18.63,59.0,30.0,8.0,0.8,2.4762637732230215,60.11,16.76,2.31,0.16,19.0,2.29
FL,Pasco,11.6,464697.0,0.905336165,0.094663835,0.00344956,0.014910791,0.000925334,29406.46173,29769.55549,29578.88379,0.002653342,0.476655218,0.512431004,0.010913779,27.38,64.0,18.0,8.0,0.7,2.423084289332619,80.1,4.09,2.07,0.27,11.74,2.25
FL,Pinellas,10.5,916542.0,0.997159977,0.002840023,0.006575803,0.023782871,0.001005955,35332.9987,41308.48376,38410.65164,0.00351866,0.535956502,0.453430092,0.010613406,26.59,55.0,27.0,7.0,0.8,1.4500153839103938,76.9,10.03,2.92,0.23,7.99,2.18
FL,Polk,11.8,602095.0,0.864895075,0.135104925,0.003972795,0.014298408,0.001101155,32631.06624,36254.49157,34712.45155,0.003766847,0.46507211,0.526391459,0.008536431,23.8,63.0,17.0,10.0,0.5,2.610883664537988,64.57,14.17,1.59,0.28,17.69,2.45
FL,Putnam,13.0,74364.0,0.438370717,0.561629283,0.009708999,0.014240762,0.001492658,25996.16695,34882.69262,30106.14269,0.004235921,0.399023243,0.591993006,0.008983751,28.24,59.0,12.0,9.0,0.5,2.98531547522995,72.59,15.92,0.6,0.36,9.02,1.74
FL,St. Johns,8.5,190039.0,0.762264588,0.237735412,0.00314146,0.021937602,0.001846989,29977.80144,34957.27293,32060.3294,0.002699446,0.338148596,0.654000227,0.007851177,19.22,84.0,36.0,6.0,0.8,2.841522003378254,85.35,5.47,2.03,0.24,5.25,1.77
FL,St. Lucie,13.3,277789.0,0.966427756,0.033572244,0.004057036,0.014640609,0.001223951,28476.05322,32230.60434,30399.03309,0.004798606,0.556688976,0.435498719,0.007812306,24.46,59.0,17.0,9.0,0.8,2.224710121711083,61.21,18.49,1.52,0.24,16.56,2.62
FL,Santa Rosa,9.0,151372.0,0.790106493,0.209893507,0.001724229,0.013417277,0.001215548,33851.29506,29229.35204,31707.40471,0.003120987,0.255562119,0.734685306,0.009752576,24.81,76.0,24.0,8.0,0.1,1.6911978437227493,85.04,5.25,1.78,0.79,4.3,2.97
FL,Sarasota,11.2,379448.0,0.956795134,0.043204866,0.003797622,0.027988025,0.001512724,34267.74014,35193.3935,34646.55383,0.00226645,0.495223122,0.49624071,0.008536168,23.47,74.0,29.0,6.0,1.1,2.427210052497312,84.85,4.49,1.27,0.18,7.91,1.58
FL,Seminole,10.3,422718.0,0.968423393,0.031576607,0.003671478,0.023826759,0.001734017,34724.89543,36998.09465,35885.9265,0.002214242,0.482454649,0.510308652,0.007236698,20.32,70.0,33.0,9.0,0.6,2.5548947525300556,66.34,10.46,3.66,0.24,17.14,2.88
FL,Sumter,12.9,93420.0,0.650353243,0.349646757,0.002194391,0.009965746,0.001220295,32178.28541,28236.00241,30341.63102,0.002327446,0.361279365,0.631619874,0.007100761,24.77,69.0,13.0,12.0,0.4,1.6270605865981587,82.79,9.35,0.65,0.31,5.98,1.12
FL,Suwannee,9.5,41551.0,0.168323265,0.831676735,0.004620827,0.013958749,0.001444009,24303.13351,27559.3993,25796.13919,0.004242738,0.278337674,0.709659155,0.012003171,28.91,59.0,9.0,11.0,0.0,2.4788813746961567,77.74,11.3,0.54,0.39,8.65,1.86
FL,Taylor,10.2,22570.0,0.307177669,0.692822331,0.007133363,0.014665485,0.00221533,27173.21288,41125.30355,33411.50923,0.005538325,0.29927397,0.689408499,0.011317531,31.71,54.0,10.0,12.0,1.5,1.9051838723969872,73.03,20.51,0.66,0.76,3.44,1.74
FL,Union,8.2,15535.0,0.325523013,0.674476987,0.003540393,0.007595752,0.000965562,33035.23035,31735.91549,32825.56818,0.001407145,0.245789972,0.744181646,0.010028382,31.8,70.0,9.0,14.0,0.0,1.2230447376890892,71.6,21.83,0.21,0.33,4.78,1.45
FL,Volusia,11.9,494593.0,0.900566729,0.099433271,0.005505537,0.019521101,0.001186834,29047.09133,31236.12091,30117.97312,0.002818479,0.52412806,0.467296082,0.008575858,26.85,63.0,20.0,8.0,0.7,1.4173269738957082,75.41,10.02,1.49,0.27,11.16,2.12
FL,Wakulla,8.1,30776.0,0.383220691,0.616779309,0.002794385,0.011924877,0.001169743,22839.82447,35367.11712,28128.68463,0.00809072,0.36943517,0.617487479,0.013077351,27.57,55.0,17.0,8.0,1.4,3.0543280478294776,79.52,14.32,0.54,0.57,3.3,1.82
FL,Walton,9.1,55043.0,0.36874807,0.63125193,0.004178551,0.025107643,0.003142997,29760.05811,24411.23804,27513.87268,0.003942372,0.265251793,0.723249279,0.011498928,27.51,71.0,25.0,7.0,1.2,4.269389386479661,85.13,5.72,0.89,0.84,5.31,2.36
FL,Washington,10.2,24896.0,0.154482648,0.845517352,0.001405848,0.012291131,0.001807519,22292.05298,29104.54218,25129.5524,0.004142834,0.257209595,0.734704878,0.008085527,30.14,65.0,10.0,9.0,0.0,3.1330334190231364,78.53,14.85,0.53,1.19,2.94,2.09
GA,Baldwin,15.6,45720.0,0.648600175,0.351399825,0.007655293,0.01351706,0.002580927,23742.51043,30123.76896,27492.02377,0.004027559,0.519259842,0.47306041,0.007679748,24.98,51.0,17.0,11.0,0.9,2.6027996500437443,54.03,41.26,1.27,0.19,2.01,1.22
GA,Barrow,10.9,69367.0,0.69938155,0.30061845,0.005074459,0.012642899,0.001513688,30562.89218,34467.13043,32321.97148,0.003791428,0.270807908,0.71698804,0.012204052,23.53,58.0,11.0,7.0,0.3,2.739054593682875,74.58,11.2,3.4,0.19,8.7,2.32
GA,Bartow,12.3,100157.0,0.647723075,0.352276925,0.003284843,0.015016424,0.002116677,31587.7712,37578.45672,34478.49097,0.006170313,0.267697337,0.71969634,0.012606323,26.46,56.0,16.0,9.0,0.7,2.30637898499356,79.68,10.01,0.7,0.29,7.68,2.09
